row_long,DUP_ID,kingdom,phylum,class,order,family,genus,species,site,replicate_ltr,replicate_num,count,date
651,OTU_8507,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,b,NA,1,2015-11-01
652,OTU_9835,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,b,NA,2,2015-11-01
653,OTU_12740,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,b,NA,2,2015-11-01
654,OTU_12924,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,LK,b,NA,12,2015-11-01
655,OTU_19725,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,LK,b,NA,1,2015-11-01
656,OTU_20310,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,LK,b,NA,2,2015-11-01
657,OTU_23392,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,LK,b,NA,4,2015-11-01
658,OTU_46319,Eukaryota,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Euconchoecia,Euconchoecia chierchiae,LK,b,NA,2,2015-11-01
659,OTU_67695,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Plexauridae,Plexauridae,LK,b,NA,1,2015-11-01
660,OTU_1,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,LK,c,NA,43,2015-11-01
661,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,c,NA,11857,2015-11-01
662,OTU_4,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,LK,c,NA,2003,2015-11-01
663,OTU_9,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,c,NA,1,2015-11-01
664,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,LK,c,NA,215,2015-11-01
665,OTU_29,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,LK,c,NA,1432,2015-11-01
666,OTU_40,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Nannocalanus,Nannocalanus minor,LK,c,NA,62,2015-11-01
667,OTU_65,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Nannocalanus,Nannocalanus minor,LK,c,NA,39,2015-11-01
668,OTU_294,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,c,NA,26,2015-11-01
669,OTU_809,Eukaryota,Porifera,Demospongiae,Astrophorida,Geodiidae,Geodia,,LK,c,NA,5,2015-11-01
670,OTU_855,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,Psammodictyon panduriforme,LK,c,NA,16,2015-11-01
671,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,c,NA,16,2015-11-01
672,OTU_1096,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Delibus,Delibus,LK,c,NA,31,2015-11-01
673,OTU_1604,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,LK,c,NA,3,2015-11-01
674,OTU_2675,Eukaryota,Arthropoda,environmental samples <Crustacea>,environmental samples <Crustacea>,environmental samples <Crustacea>,environmental samples <Crustacea>,Crustacea environmental sample,LK,c,NA,1,2015-11-01
675,OTU_2819,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,c,NA,3,2015-11-01
676,OTU_3107,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,LK,c,NA,1,2015-11-01
677,OTU_4704,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp. 26 LG-2014,LK,c,NA,5,2015-11-01
678,OTU_5676,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,LK,c,NA,7,2015-11-01
679,OTU_14474,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,LK,c,NA,1,2015-11-01
680,OTU_1,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,34773,2015-04-01
681,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,8053,2015-04-01
682,OTU_4,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,WS,a,NA,5,2015-04-01
683,OTU_10,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes dispar,WS,a,NA,126,2015-04-01
684,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,WS,a,NA,149,2015-04-01
685,OTU_24,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,WS,a,NA,1,2015-04-01
686,OTU_29,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,262,2015-04-01
687,OTU_37,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,WS,a,NA,1742,2015-04-01
688,OTU_40,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Nannocalanus,Nannocalanus minor,WS,a,NA,6,2015-04-01
689,OTU_42,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,WS,a,NA,126,2015-04-01
690,OTU_111,Eukaryota,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis,,WS,a,NA,73,2015-04-01
691,OTU_250,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,74,2015-04-01
692,OTU_294,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,34,2015-04-01
693,OTU_524,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,77,2015-04-01
694,OTU_855,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,Psammodictyon panduriforme,WS,a,NA,21,2015-04-01
695,OTU_885,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,46,2015-04-01
696,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,12,2015-04-01
697,OTU_1002,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,26,2015-04-01
698,OTU_1051,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,WS,a,NA,10,2015-04-01
699,OTU_1153,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,23,2015-04-01
700,OTU_1254,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Pseudopterogorgia,Pseudopterogorgia,WS,a,NA,36,2015-04-01
701,OTU_1416,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes gracilis,WS,a,NA,1,2015-04-01
702,OTU_1604,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,WS,a,NA,11,2015-04-01
703,OTU_1665,Eukaryota,Porifera,Demospongiae,Hadromerida,Clionaidae,Cliona,Cliona delitrix,WS,a,NA,2,2015-04-01
704,OTU_2819,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,3,2015-04-01
705,OTU_3130,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,5,2015-04-01
706,OTU_3588,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,WS,a,NA,1,2015-04-01
707,OTU_3636,Eukaryota,Mollusca,Gastropoda,Patellogastropoda,Lottiidae,Patelloida,Patelloida pustulata,WS,a,NA,1,2015-04-01
708,OTU_4704,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp. 26 LG-2014,WS,a,NA,1,2015-04-01
709,OTU_6102,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus versicolor,WS,a,NA,15,2015-04-01
710,OTU_7190,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,3,2015-04-01
711,OTU_8507,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,1,2015-04-01
712,OTU_10478,Eukaryota,Porifera,Demospongiae,Verongida,Aplysinidae,Verongula,Verongula,WS,a,NA,1,2015-04-01
713,OTU_12924,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,WS,a,NA,1,2015-04-01
714,OTU_13846,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,Laurencia sp. ARS-2010,WS,a,NA,1,2015-04-01
715,OTU_15239,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,WS,a,NA,5,2015-04-01
716,OTU_19679,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,6,2015-04-01
717,OTU_20779,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Nannocalanus,Nannocalanus minor,WS,a,NA,1,2015-04-01
718,OTU_22974,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,2,2015-04-01
719,OTU_26676,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Desmacellidae,Biemna,Biemna saucia,WS,a,NA,4,2015-04-01
720,OTU_27290,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,WS,a,NA,1,2015-04-01
721,OTU_32378,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,1,2015-04-01
722,OTU_32397,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,2,2015-04-01
723,OTU_33374,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,WS,a,NA,2,2015-04-01
724,OTU_35879,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,WS,a,NA,1,2015-04-01
725,OTU_38005,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,WS,a,NA,1,2015-04-01
726,OTU_38020,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,WS,a,NA,1,2015-04-01
727,OTU_40615,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Clathria reinwardti,WS,a,NA,2,2015-04-01
728,OTU_50220,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus,WS,a,NA,2,2015-04-01
729,OTU_50847,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,1,2015-04-01
730,OTU_53315,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,4,2015-04-01
731,OTU_54122,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,4,2015-04-01
732,OTU_55261,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Temoridae,Temora,Temora turbinata,WS,a,NA,2,2015-04-01
733,OTU_66999,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,WS,a,NA,2,2015-04-01
734,OTU_1,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,b,NA,5849,2015-04-01
735,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,b,NA,1246,2015-04-01
736,OTU_9,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,b,NA,974,2015-04-01
737,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,WS,b,NA,601,2015-04-01
738,OTU_55,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,WS,b,NA,71,2015-04-01
739,OTU_110,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,WS,b,NA,4,2015-04-01
740,OTU_134,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calocalanidae,Calocalanus,Calocalanus minutus,WS,b,NA,959,2015-04-01
741,OTU_143,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pilumnidae,Lobopilumnus,Lobopilumnus agassizii,WS,b,NA,1,2015-04-01
742,OTU_235,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Delibus,Delibus,WS,b,NA,75,2015-04-01
743,OTU_471,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,WS,b,NA,2,2015-04-01
744,OTU_524,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,b,NA,11,2015-04-01
745,OTU_885,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,b,NA,2,2015-04-01
746,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,b,NA,1,2015-04-01
747,OTU_2384,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Amphioctopus,Amphioctopus sp. JBLS-2013,WS,b,NA,38,2015-04-01
748,OTU_4464,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,b,NA,3,2015-04-01
749,OTU_4782,Eukaryota,Arthropoda,Maxillopoda,Sessilia,Balanidae,Amphibalanus,Amphibalanus sp. OPC-2014,WS,b,NA,7,2015-04-01
750,OTU_7190,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,b,NA,1,2015-04-01
751,OTU_10500,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calocalanidae,Calocalanus,Calocalanus minutus,WS,b,NA,10,2015-04-01
752,OTU_15001,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Delibus,Delibus,WS,b,NA,2,2015-04-01
753,OTU_17755,Eukaryota,Chlorophyta,Pycnococcaceae,Pycnococcaceae,Pycnococcaceae,Pycnococcaceae,Pycnococcaceae,WS,b,NA,5,2015-04-01
754,OTU_17883,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora sojina,WS,b,NA,8,2015-04-01
755,OTU_19725,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,b,NA,1,2015-04-01
756,OTU_1,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,3102,2015-04-01
757,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,c,NA,421,2015-04-01
758,OTU_9,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,c,NA,228,2015-04-01
759,OTU_10,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes dispar,WS,c,NA,8,2015-04-01
760,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,WS,c,NA,240,2015-04-01
761,OTU_24,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,WS,c,NA,83,2015-04-01
762,OTU_29,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,6124,2015-04-01
763,OTU_55,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,WS,c,NA,160,2015-04-01
764,OTU_110,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,WS,c,NA,13,2015-04-01
765,OTU_235,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Delibus,Delibus,WS,c,NA,1,2015-04-01
766,OTU_250,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,40,2015-04-01
767,OTU_463,Eukaryota,Arthropoda,Arachnida,Astigmata,Pyroglyphidae,Dermatophagoides,Dermatophagoides farinae,WS,c,NA,118,2015-04-01
768,OTU_524,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,9,2015-04-01
769,OTU_604,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,WS,c,NA,2,2015-04-01
770,OTU_885,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,6,2015-04-01
771,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,c,NA,1,2015-04-01
772,OTU_1002,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,23,2015-04-01
773,OTU_1124,Eukaryota,Cercozoa,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae,Bigelowiella,Bigelowiella natans,WS,c,NA,1,2015-04-01
774,OTU_1153,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,8,2015-04-01
775,OTU_1822,Eukaryota,Mollusca,Gastropoda,Thecosomata,Cavoliniidae,Cavolinia,Cavolinia uncinata,WS,c,NA,6,2015-04-01
776,OTU_2460,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,WS,c,NA,39,2015-04-01
777,OTU_4464,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,c,NA,1,2015-04-01
778,OTU_7190,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,2,2015-04-01
779,OTU_7271,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,10,2015-04-01
780,OTU_11170,Eukaryota,Mollusca,Gastropoda,Caenogastropoda,Atlantidae,Atlanta,Atlanta peronii,WS,c,NA,6,2015-04-01
781,OTU_14322,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,1,2015-04-01
782,OTU_16857,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,c,NA,1,2015-04-01
783,OTU_26996,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,WS,c,NA,1,2015-04-01
784,OTU_52561,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,c,NA,2,2015-04-01
785,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,1890,2015-06-01
786,OTU_9,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,141,2015-06-01
787,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,WS,a,NA,1974,2015-06-01
788,OTU_42,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,WS,a,NA,49,2015-06-01
789,OTU_45,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia,Penilia avirostris,WS,a,NA,369,2015-06-01
790,OTU_329,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,WS,a,NA,334,2015-06-01
791,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,6,2015-06-01
792,OTU_1665,Eukaryota,Porifera,Demospongiae,Hadromerida,Clionaidae,Cliona,Cliona delitrix,WS,a,NA,3,2015-06-01
793,OTU_3588,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,WS,a,NA,1,2015-06-01
794,OTU_4464,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,1,2015-06-01
795,OTU_4782,Eukaryota,Arthropoda,Maxillopoda,Sessilia,Balanidae,Amphibalanus,Amphibalanus sp. OPC-2014,WS,a,NA,3,2015-06-01
796,OTU_19045,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,WS,a,NA,3,2015-06-01
797,OTU_1,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,197,2015-09-01
798,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,2516,2015-09-01
799,OTU_9,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,824,2015-09-01
800,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,WS,a,NA,463,2015-09-01
801,OTU_24,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,WS,a,NA,25,2015-09-01
802,OTU_29,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,3989,2015-09-01
803,OTU_76,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,WS,a,NA,1,2015-09-01
804,OTU_77,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Nannocalanus,Nannocalanus minor,WS,a,NA,7,2015-09-01
805,OTU_90,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Nannocalanus,Nannocalanus minor,WS,a,NA,4,2015-09-01
806,OTU_186,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,66,2015-09-01
807,OTU_235,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Delibus,Delibus,WS,a,NA,2,2015-09-01
808,OTU_250,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,16,2015-09-01
809,OTU_366,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,214,2015-09-01
810,OTU_741,Eukaryota,Cercozoa,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae,Bigelowiella,Bigelowiella natans,WS,a,NA,7,2015-09-01
811,OTU_809,Eukaryota,Porifera,Demospongiae,Astrophorida,Geodiidae,Geodia,,WS,a,NA,2,2015-09-01
812,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,WS,a,NA,7,2015-09-01
813,OTU_973,Eukaryota,Cercozoa,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae,Bigelowiella,Bigelowiella natans,WS,a,NA,12,2015-09-01
814,OTU_1051,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,WS,a,NA,5,2015-09-01
815,OTU_1124,Eukaryota,Cercozoa,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae,Bigelowiella,Bigelowiella natans,WS,a,NA,30,2015-09-01
816,OTU_1153,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,WS,a,NA,3,2015-09-01
817,OTU_1416,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes gracilis,WS,a,NA,1,2015-09-01
818,OTU_1462,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula,Undinula vulgaris,WS,a,NA,68,2015-09-01
819,OTU_1496,Eukaryota,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Euconchoecia,Euconchoecia chierchiae,WS,a,NA,3,2015-09-01
820,OTU_2439,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium tenuissimum,WS,a,NA,5,2015-09-01
821,OTU_2922,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,Forskalia edwardsi,WS,a,NA,9,2015-09-01
822,OTU_5816,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta,WS,a,NA,2,2015-09-01
